short_name,long_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,power_shot_power,power_stamina,power_strength,mentality_vision,mentality_penalties,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,mentality_interceptions,power_jumping,overall,player_tags,"resource player"
"F. Santander","Federico Javier Santander Mereles",56,74,75,69,67,68,55,55,55,70,67,66,76,67,84,68,69,19,23,10,7,13,10,33,81,72,,http://dbpedia.org/resource/Federico_Santander
"N. Benezet","Nicolas Benezet",71,69,60,71,63,73,68,49,66,74,78,76,70,58,58,72,64,30,32,7,12,12,13,28,59,72,,http://dbpedia.org/resource/Nicolas_Benezet
"A. Morales","Alfredo Morales",61,53,55,73,49,68,64,53,70,72,66,63,70,86,68,72,45,67,68,9,13,13,16,70,73,72,#Engine,http://dbpedia.org/resource/Alfredo_Morales
"A. Behich","Aziz Behich",72,63,54,72,57,73,72,55,70,68,78,76,72,70,57,50,47,70,71,14,11,11,14,67,73,72,,http://dbpedia.org/resource/Aziz_Behich
Jesé,"Jesé Rodríguez Ruiz",68,68,49,71,57,76,74,66,66,82,73,73,73,53,68,70,68,23,12,13,7,6,13,33,71,72,,http://dbpedia.org/resource/Jesé
"L. Griffiths","Leigh Griffiths",68,75,67,65,60,71,80,83,46,70,77,75,80,66,68,57,72,16,14,15,10,13,15,22,90,72,,http://dbpedia.org/resource/Leigh_Griffiths
"J. Risdon","Joshua Risdon",70,48,53,63,30,64,59,38,60,68,74,74,50,84,79,57,43,74,72,6,8,7,15,72,92,72,,http://dbpedia.org/resource/Josh_Risdon
"N. Wells","Nahki Wells",60,76,70,65,68,68,67,65,53,72,77,74,69,69,57,69,70,43,35,10,6,13,11,49,64,72,,http://dbpedia.org/resource/Nahki_Wells
"T. Monconduit","Thomas Monconduit",66,49,69,70,39,67,66,63,72,69,56,65,70,82,74,68,52,71,70,12,9,14,13,71,70,72,,http://dbpedia.org/resource/Thomas_Monconduit
"V. Misidjan","Virgil Misidjan",66,70,41,68,61,77,70,65,52,73,87,85,59,63,56,64,54,24,22,12,7,8,10,32,71,72,,http://dbpedia.org/resource/Virgil_Misidjan
"E. Dilaver","Emir Dilaver",52,39,74,67,44,57,60,35,65,64,70,72,63,76,74,54,49,76,68,9,15,16,12,70,72,72,,http://dbpedia.org/resource/Emir_Dilaver
"A. Reach","Adam Reach",74,65,57,72,69,73,66,42,67,74,74,78,75,84,75,71,55,64,60,8,11,8,16,55,77,72,,http://dbpedia.org/resource/Adam_Reach
"Rubén Pardo","Rubén Pardo Gutiérrez",62,68,48,77,42,70,73,73,74,75,54,55,70,41,56,78,69,72,62,7,13,8,11,66,65,72,,http://dbpedia.org/resource/Rubén_Pardo_(footballer)
"Y. Yotún","Víctor Yoshimar Yotún Flores",77,65,53,75,61,72,71,69,74,72,67,62,75,83,64,77,51,63,66,7,8,16,11,66,79,72,,http://dbpedia.org/resource/Yoshimar_Yotún
"M. Bauer","Moritz Bauer",73,34,61,69,32,71,72,60,69,70,77,80,61,69,68,65,52,72,71,14,13,10,7,65,72,72,,http://dbpedia.org/resource/Moritz_Bauer
"David Ferreiro","David Ferreiro Quiroga",72,70,32,72,46,74,77,74,71,72,89,85,67,39,41,65,71,23,36,6,11,7,7,28,74,72,#Acrobat,http://dbpedia.org/resource/David_Ferreiro
"Igor Rossi","Igor Rossi Branco",44,25,76,63,27,51,43,32,60,62,47,46,43,86,84,51,46,71,72,16,13,15,15,67,78,72,,http://dbpedia.org/resource/Igor_Rossi_Branco
"G. Brugman","Gastón Brugman",64,50,51,76,56,69,74,71,77,74,73,65,68,75,57,75,67,60,57,10,15,10,8,64,50,72,,http://dbpedia.org/resource/Gastón_Brugman
"E. Berg","Erik Berg",41,42,70,61,50,55,47,46,73,61,38,52,68,62,83,51,49,72,70,13,15,14,10,72,82,72,,http://dbpedia.org/resource/Marcus_Berg
"S. Dursun","Serdar Dursun",48,80,74,59,67,69,57,62,44,73,60,67,68,63,79,52,67,31,19,8,6,10,13,17,59,72,,http://dbpedia.org/resource/Serdar_Dursun
Bigas,"Pedro Bigas Rigo",68,49,71,72,44,55,46,43,60,66,66,66,62,66,71,35,48,73,68,15,14,9,13,72,74,72,,http://dbpedia.org/resource/Pedro_Bigas
"J. Paredes","Juan Carlos Paredes Reasco",59,33,57,65,43,69,56,27,67,67,82,88,66,81,62,52,52,69,67,16,15,7,14,70,78,72,#Acrobat,http://dbpedia.org/resource/Juan_Carlos_Paredes
Cristiano,"Cristiano da Silva",72,71,68,68,68,71,72,74,65,71,76,74,78,75,88,70,65,46,36,13,8,11,8,56,68,72,#Strength,http://dbpedia.org/resource/Cristiano_da_Silva
"Pedro Henrique","Pedro Henrique Konzen Medina da Silva",69,70,60,69,67,74,75,69,62,70,81,79,70,65,58,68,48,27,32,11,14,10,10,23,33,72,,http://dbpedia.org/resource/Pedro_Henrique_Konzen
"L. Kübler","Lukas Kübler",67,38,51,66,50,59,46,27,53,63,67,67,55,66,63,45,60,76,75,12,14,11,8,73,72,72,,http://dbpedia.org/resource/Lukas_Kübler
"Gustavo Campanharo","Gustavo Campanharo",70,50,59,77,62,69,60,64,77,75,69,69,59,74,57,80,52,64,70,7,15,10,7,58,61,72,,http://dbpedia.org/resource/Gustavo_Campanharo
"C. Goodwin","Craig Goodwin",75,68,53,65,59,71,72,73,62,70,82,82,68,82,66,68,61,59,55,9,11,10,7,59,75,72,,http://dbpedia.org/resource/Craig_Goodwin
Quini,"Joaquín José Marín Ruiz",71,62,62,69,51,71,70,52,56,73,73,74,59,66,63,54,58,74,72,14,13,7,14,69,54,72,,"http://dbpedia.org/resource/Quini_(footballer,_born_1989)"
"Hélder Lopes","Hélder Filipe Oliveira Lopes",75,52,59,73,45,68,57,73,60,70,70,75,81,68,68,63,40,72,71,7,9,12,14,68,66,72,,http://dbpedia.org/resource/Hélder_Lopes_(footballer)
"João Schmidt","João Felipe Schmidt Urbano",67,57,70,76,60,72,76,75,74,76,50,53,77,68,87,72,72,68,70,11,11,6,15,65,74,72,#Strength,http://dbpedia.org/resource/João_Schmidt
Paulinho,"Paulo Sérgio Mota",67,45,55,65,45,69,70,68,54,70,83,85,57,84,60,59,47,67,68,9,12,6,11,65,79,72,,"http://dbpedia.org/resource/Paulinho_(footballer,_born_1991)"
"A. Maxim","Alexandru Iulian Maxim",70,63,40,70,72,80,81,72,70,73,75,64,68,64,52,74,72,30,23,14,8,9,9,43,52,72,#Acrobat,http://dbpedia.org/resource/Alexandru_Maxim
"A. Hahn","André Hahn",79,73,75,64,73,66,54,52,62,68,69,63,81,87,79,71,47,56,59,14,14,13,15,52,80,72,#Engine,http://dbpedia.org/resource/André_Hahn
"G. Zardes","Gyasi Zardes",41,71,66,60,68,70,60,30,45,67,80,87,77,88,76,59,68,50,30,11,7,11,14,37,81,72,#Engine,http://dbpedia.org/resource/Gyasi_Zardes
"M. Chanot","Maxime Chanot",24,38,75,65,55,38,28,60,60,61,32,32,73,68,84,36,44,75,73,8,16,9,15,66,73,72,,http://dbpedia.org/resource/Maxime_Chanot
"F. Aristeguieta","Fernando Luis Aristeguieta de Luca",50,79,80,65,70,66,63,49,49,74,49,55,69,78,90,46,67,43,40,10,14,15,11,32,82,72,#Strength,http://dbpedia.org/resource/Fernando_Aristeguieta
Arsénio,"Arsénio Martins Lafuente Nunes",72,67,41,69,61,76,72,63,63,75,75,73,68,71,66,69,60,46,36,9,8,7,12,38,42,72,,http://dbpedia.org/resource/Arsénio_Nunes
"D. Rodríguez","Diego Martín Rodríguez Berrini",66,45,67,71,44,62,59,48,72,72,69,64,75,79,64,59,59,71,74,15,6,10,9,69,72,72,,"http://dbpedia.org/resource/Diego_Rodríguez_(footballer,_born_1989)"
"D. Andrade","Darwin Zamir Andrade Marmolejo",70,44,58,66,23,66,30,30,65,67,78,83,56,86,63,31,37,67,70,7,7,7,6,69,71,72,,http://dbpedia.org/resource/Darwin_Andrade
"F. Hinestroza","Fredy Hinestroza Arias",70,54,67,69,59,77,45,66,63,70,84,94,76,68,67,66,47,29,53,6,10,9,16,54,84,72,,http://dbpedia.org/resource/Fredy_Hinestroza
"M. Piedrahita","Marlon Javier Piedrahita Londoño",70,59,58,70,52,67,72,69,68,73,72,75,68,77,73,68,69,67,68,10,9,15,12,66,73,72,,http://dbpedia.org/resource/Marlon_Piedrahita
"S. Cárdenas","Sherman Andrés Cárdenas Estupiñán",71,66,41,72,68,73,74,74,64,73,78,79,72,76,42,74,79,32,26,14,7,8,13,42,88,72,,http://dbpedia.org/resource/Sherman_Cárdenas
"N. Pasquini","Nicolás Pasquini",77,47,57,71,57,59,82,72,72,69,77,75,80,86,68,72,57,69,68,15,11,13,8,66,58,72,,http://dbpedia.org/resource/Nicolás_Pasquini
"A. Hughes","Andrew Hughes",63,35,68,63,27,55,44,71,64,64,67,76,38,81,75,35,38,71,67,15,13,13,7,70,81,72,,"http://dbpedia.org/resource/Andrew_Hughes_(footballer,_born_1992)"
"F. Mancuello","Federico Andrés Mancuello",74,68,62,75,46,67,76,75,72,70,69,73,73,74,69,75,63,64,61,12,10,14,6,67,58,72,,http://dbpedia.org/resource/Federico_Mancuello
"L. Villafañez","Lucas Martín Villafáñez",70,67,49,72,66,74,73,70,69,73,77,75,70,66,43,69,65,31,29,9,7,11,10,38,57,72,,http://dbpedia.org/resource/Lucas_Villafáñez
"M. Ibáñez","Matías Alejandro Ibáñez Basualdo",15,8,15,22,12,10,16,10,18,14,40,44,49,33,74,34,24,18,17,72,72,65,73,21,57,72,,http://dbpedia.org/resource/Matías_Ibáñez
"D. Braghieri","Diego Luis Braghieri",28,35,74,64,37,50,39,32,59,67,65,55,72,67,83,47,48,72,72,7,9,14,6,68,67,72,,http://dbpedia.org/resource/Diego_Braghieri
"M. Zaldivia","Matías Ezequiel Zaldivia",64,32,71,65,41,60,44,35,65,60,55,48,47,78,80,60,41,72,74,8,14,6,8,72,83,72,,http://dbpedia.org/resource/Matías_Zaldivia
"S. Moyano","Sebastián Emanuel Moyano",19,20,12,28,16,21,20,19,24,25,55,47,51,36,69,20,22,13,15,72,68,68,72,27,73,72,,http://dbpedia.org/resource/Sebastián_Moyano_(footballer)
"E. Insúa","Emanuel Mariano Insúa Zapata",64,55,67,68,30,66,33,42,65,67,71,75,72,83,70,60,41,72,71,8,11,7,14,68,76,72,,http://dbpedia.org/resource/Emanuel_Insúa
"F. Zuqui","Fernando Zuqui",64,65,56,76,49,73,67,64,74,73,68,70,66,83,68,72,53,62,59,7,9,15,15,67,66,72,,http://dbpedia.org/resource/Fernando_Zuqui
"F. Lértora","Federico Eduardo Lértora",62,53,75,68,53,66,57,58,65,71,60,61,71,77,73,66,58,73,72,8,7,14,8,75,84,72,,http://dbpedia.org/resource/Federico_Lértora
"I. Seck","Ibrahima Seck",38,38,78,67,60,53,35,39,56,65,31,38,71,91,88,66,43,71,63,14,15,8,9,77,31,72,"#Aerial Threat, #Strength",http://dbpedia.org/resource/Ibrahima_Seck
"Filipe Ferreira","Filipe Miguel Neves Ferreira",73,48,56,68,40,66,66,56,61,70,74,72,66,73,65,59,53,67,70,12,10,14,15,69,73,72,,"http://dbpedia.org/resource/Filipe_Ferreira_(footballer,_born_1990)"
"E. García","Emmanuel García Vaca",66,41,56,65,41,69,64,58,60,69,73,72,67,93,53,48,58,67,66,14,11,12,12,82,77,72,,"http://dbpedia.org/resource/Emmanuel_García_(footballer,_born_1989)"
"Álvaro García","Álvaro García Rivera",66,66,57,65,49,68,61,50,60,67,93,93,65,71,31,69,55,22,29,11,8,10,10,22,92,72,#Speedster,"http://dbpedia.org/resource/Álvaro_García_(footballer,_born_1992)"
"B. Pelé","Bryan Pelé",72,66,49,72,48,72,77,69,67,70,73,88,64,66,51,72,69,33,29,7,11,8,16,36,45,72,,http://dbpedia.org/resource/Bryan_Pelé
"J. Beauguel","Jean-David Beauguel",30,74,76,61,68,71,55,44,52,71,67,68,75,64,90,58,65,28,23,8,10,12,14,34,54,72,"#Aerial Threat, #Strength",http://dbpedia.org/resource/Jean-David_Beauguel
"S. Vittor","Sergio Javier Vittor",57,50,73,72,53,60,45,51,68,67,41,51,74,75,83,60,62,71,71,9,13,14,9,68,69,72,,http://dbpedia.org/resource/Sergio_Vittor
"Pedro Tiba","Pedro Miguel Amorim Pereira Silva",60,63,52,74,56,74,70,59,68,75,64,62,78,82,73,74,57,69,68,16,7,13,6,68,73,72,,http://dbpedia.org/resource/Pedro_Tiba
"Rober Ibáñez","Roberto Ibáñez Castro",69,69,52,73,59,72,71,71,68,74,75,75,68,54,50,72,63,49,42,11,10,9,12,56,56,72,,http://dbpedia.org/resource/Robert_Ibáñez
"A. Mosquera","Andrés Felipe Mosquera Guardia",55,36,74,66,38,44,50,36,56,61,74,72,58,74,75,53,31,75,73,7,13,6,7,68,70,72,,"http://dbpedia.org/resource/Andrés_Mosquera_(footballer,_born_1990)"
"E. Valencia","Enner Remberto Valencia Lastra",67,66,69,68,62,72,70,63,60,72,88,87,80,76,76,62,70,40,38,9,12,16,9,40,91,72,,http://dbpedia.org/resource/Enner_Valencia
"J. Arango","Johan Leandro Arango Ambuila",73,68,41,69,53,80,80,81,63,73,73,80,76,60,74,72,72,24,21,12,6,7,6,33,50,72,,http://dbpedia.org/resource/Johan_Arango
Everaldo,"Everaldo Stum",60,75,75,62,69,71,46,62,65,69,77,73,68,68,81,55,72,54,41,15,14,7,11,36,78,72,,http://dbpedia.org/resource/Everaldo_Stum
"A. Chávez","Andrés Eliseo Chávez",66,71,70,61,76,73,68,66,56,67,68,73,81,73,83,73,68,30,28,14,14,6,12,48,91,72,,http://dbpedia.org/resource/Andrés_Chávez
"M. Benítez","Marcelo Nicolás Benítez",75,57,59,73,53,67,81,67,75,73,77,71,81,89,81,71,45,67,69,9,11,8,9,67,81,72,#Engine,http://dbpedia.org/resource/Nicolás_Lodeiro
"Jonathan Cafú","Jonathan Renato Barbosa",63,69,57,71,63,76,59,45,57,76,76,78,64,72,45,70,63,24,15,12,10,9,9,16,62,72,,http://dbpedia.org/resource/Jonathan_Cafú
Munir,"Munir Mohand Mohamedi",21,19,23,30,13,19,25,16,33,31,45,45,50,43,77,42,25,21,18,70,72,66,73,22,65,72,,http://dbpedia.org/resource/Munir_Mohamedi
"Felipe Gedoz","Felipe Gedoz da Conceição",68,70,49,70,72,75,71,74,65,73,84,80,83,72,65,66,65,32,35,15,14,10,10,44,74,72,,http://dbpedia.org/resource/Felipe_Gedoz
"Pere Milla","Pere Milla Peña",69,74,64,72,62,78,63,58,60,75,79,75,76,73,65,69,62,30,28,10,10,14,14,32,51,72,,http://dbpedia.org/resource/Pere_Milla
"J. Jones","Joevin Jones",71,57,46,70,38,72,72,52,64,70,79,80,64,80,68,69,48,66,66,9,9,15,9,65,72,72,,http://dbpedia.org/resource/Joevin_Jones
Xavier,"António Manuel Pereira Xavier",81,66,48,70,54,73,82,57,62,71,79,81,71,79,64,65,65,31,34,16,15,18,13,25,50,72,,http://dbpedia.org/resource/António_Xavier
"J. Laso","Joaquín Marcelo Laso",42,37,73,65,31,51,49,30,52,58,54,66,55,74,85,40,43,64,74,10,13,14,12,77,76,72,,http://dbpedia.org/resource/Joaquín_Laso
"F. Sotoca","Florian Sotoca",70,72,73,69,70,65,61,63,65,69,84,85,74,90,77,66,68,39,42,13,15,12,11,32,88,72,,http://dbpedia.org/resource/Florian_Sotoca
"C. Kouamé Koffi","Christian Raoul Kouamé Koffi",60,54,65,73,45,67,47,49,69,69,62,66,59,78,84,59,63,73,69,15,7,12,13,72,64,72,,http://dbpedia.org/resource/Christian_Koffi
"I. Rivero","José Ignacio Rivero Segade",63,47,76,75,48,69,63,67,75,75,60,69,75,76,56,68,47,67,64,7,11,12,15,71,59,72,,http://dbpedia.org/resource/Ignacio_Rivero
"C. Fai","Collins Ngoran Suiru Fai",62,22,53,63,23,66,21,31,57,64,87,82,54,76,63,59,34,71,72,11,7,6,10,68,89,72,#Acrobat,http://dbpedia.org/resource/Collins_Fai
"João Amaral","João Pedro Reis Amaral",69,66,52,66,56,74,68,65,57,74,83,84,71,74,56,68,68,30,38,14,9,6,6,24,47,72,,"http://dbpedia.org/resource/João_Amaral_(footballer,_born_1991)"
Luisinho,"Luis Gustavo Melere da Silva",66,71,59,68,61,76,69,65,64,74,78,74,66,64,63,67,59,22,18,13,10,8,12,16,63,72,,http://dbpedia.org/resource/Luis_Gustavo_Melere_da_Silva
"J. Zmrhal","Jaromír Zmrhal",73,66,59,71,69,69,65,55,68,71,77,83,80,74,65,68,52,58,53,5,15,13,14,58,50,72,,http://dbpedia.org/resource/Jaromír_Zmrhal
"K. Schindler","Kingsley Schindler",72,72,48,66,53,70,56,41,58,68,82,88,69,68,73,69,65,48,40,7,6,6,9,40,78,72,,http://dbpedia.org/resource/Kingsley_Schindler
Carlitos,"Carlos Daniel López Huesca",63,75,59,70,68,76,74,82,63,73,85,77,71,71,67,70,70,13,19,5,12,13,9,37,71,72,,"http://dbpedia.org/resource/Carlitos_(footballer,_born_1990)"
"D. Frieser","Dominik Frieser",69,71,62,71,64,73,66,61,67,72,77,74,69,80,68,64,66,44,42,11,12,7,6,43,69,72,,http://dbpedia.org/resource/Dominik_Frieser
"Y. Belaïli","Mohamed Youcef Belaïli",68,68,34,67,62,77,64,53,59,74,79,82,67,69,64,67,68,19,21,14,10,8,12,20,47,72,,http://dbpedia.org/resource/Youcef_Belaïli
"O. Fernández","Omar Andrés Fernández Frasica",70,68,45,70,56,73,61,55,67,73,74,72,68,68,57,70,62,37,32,5,6,11,14,33,57,72,,http://dbpedia.org/resource/Omar_Fernández
"M. Diop","Makhete Diop",61,73,83,63,66,70,52,58,55,66,66,70,72,78,86,66,67,46,31,13,14,6,6,46,81,72,#Strength,http://dbpedia.org/resource/Makhete_Diop
"F. Torrent","Fernando Torrent Guidi",73,40,53,65,47,70,55,45,59,68,81,84,67,88,71,53,51,70,66,7,13,9,8,65,73,72,,http://dbpedia.org/resource/Fernando_Torrent
"H. El Shahat","Hussein El Shahat",68,67,40,64,60,77,68,57,59,72,83,83,69,72,62,67,60,47,47,10,10,11,12,59,55,72,,http://dbpedia.org/resource/Hussein_El_Shahat
"J. Doku","Jérémy Doku",64,61,37,66,49,80,58,38,42,73,96,91,64,63,61,53,48,28,25,11,10,8,9,18,90,71,"#Speedster, #Acrobat",http://dbpedia.org/resource/Jérémy_Doku
"R. Gravenberch","Ryan Jiro Gravenberch",60,64,58,77,63,77,66,56,76,76,69,76,75,64,67,72,58,57,49,12,8,6,11,58,71,71,,http://dbpedia.org/resource/Ryan_Gravenberch
"B. Gilmour","Billy Gilmour",60,53,50,76,59,72,58,54,73,74,67,68,49,65,35,74,53,68,57,9,7,9,13,66,58,71,,http://dbpedia.org/resource/Billy_Gilmour
"J. Willock","Joseph Willock",54,61,41,74,52,74,54,46,69,72,76,75,72,72,66,69,57,62,53,11,6,12,8,62,60,71,,http://dbpedia.org/resource/Joe_Willock
"E. Konsa","Ezri Konsa Ngoyo",38,34,67,72,35,69,37,38,66,67,72,76,51,72,72,58,38,73,72,14,8,11,13,72,70,71,,http://dbpedia.org/resource/Ezri_Konsa
"J. Tanganga","Japhet Tanganga",60,15,66,65,27,62,25,29,51,64,69,78,36,66,75,41,33,72,70,11,9,12,7,73,88,71,,http://dbpedia.org/resource/Japhet_Tanganga
"E. Nketiah","Edward Nketiah",43,73,57,65,67,74,54,38,45,72,85,82,69,68,59,58,57,19,15,12,10,11,9,19,73,71,,http://dbpedia.org/resource/Eddie_Nketiah
"B. Arce","Billy Vladimir Arce Mina",67,76,34,74,49,67,30,38,68,69,73,72,43,70,50,69,35,32,30,13,13,12,7,45,68,71,,http://dbpedia.org/resource/Billy_Arce
"A. Palaversa","Ante Palaversa",65,48,62,76,49,71,51,54,72,74,61,65,74,71,72,70,58,67,72,12,13,5,14,70,55,71,,http://dbpedia.org/resource/Ante_Palaversa
"David Carmo","David Mota Mota Veiga Teixeira Carmo",29,23,72,58,28,35,33,25,37,51,32,34,42,52,91,36,38,76,67,10,7,9,14,69,32,71,#Strength,http://dbpedia.org/resource/David_Carmo
"Pedro Mendes","Pedro Manuel Lobo Peixoto Mineiro Mendes",51,72,70,64,72,65,68,60,48,67,68,73,77,65,79,56,71,38,26,10,6,10,9,28,74,71,,"http://dbpedia.org/resource/Pedro_Mendes_(footballer,_born_1999)"
"Diogo Leite","Diogo Filipe Monteiro Pinto Leite",29,30,75,63,32,50,35,20,51,63,61,60,59,67,71,34,38,74,70,7,5,10,8,75,70,71,,"http://dbpedia.org/resource/Diogo_Leite_(footballer,_born_1999)"
"Z. Youssouf","Zaydou Youssouf",62,53,47,76,55,76,66,65,73,75,65,67,72,72,68,71,55,67,61,13,9,10,12,68,63,71,,http://dbpedia.org/resource/Zaydou_Youssouf
"M. Melluso","Matías Germán Melluso",69,41,63,66,38,68,55,33,65,67,76,72,47,69,58,51,44,70,70,13,13,14,12,65,64,71,,http://dbpedia.org/resource/Matías_Melluso
"T. Belmonte","Tomás Belmonte",59,57,79,71,59,67,53,43,67,73,67,69,69,83,70,59,59,73,65,6,12,9,5,69,81,71,,http://dbpedia.org/resource/Tomás_Belmonte
"M. Simakan","Mohamed Simakan",53,27,75,67,28,59,43,32,58,63,60,63,55,70,73,34,39,75,71,8,6,6,11,69,70,71,,http://dbpedia.org/resource/Mohamed_Simakan
"S. Koita","Sékou Koïta",54,74,53,64,69,75,59,58,52,73,88,86,73,72,63,52,71,29,27,8,11,11,8,23,81,71,,http://dbpedia.org/resource/Sékou_Koïta
"K. Thuram","Khéphren Thuram-Ulien",59,46,74,74,44,68,59,46,70,71,70,69,65,72,71,66,49,72,70,7,9,14,11,68,72,71,,http://dbpedia.org/resource/Khéphren_Thuram
"R. Nteka","Randy Nteka",54,68,69,70,64,70,57,44,62,71,78,74,71,74,81,69,50,65,63,5,6,14,11,63,77,71,,http://dbpedia.org/resource/Randy_Nteka
"Pedro Pereira","Pedro Miguel Almeida Lopes Pereira",70,35,60,69,37,69,50,35,64,71,74,71,44,69,57,63,48,73,67,10,6,9,11,66,72,71,,"http://dbpedia.org/resource/Pedro_Pereira_(footballer,_born_1998)"
"J. Dasilva","Pelenda Joshua Tunga Dasilva",65,64,44,74,57,73,64,39,73,72,69,76,73,72,78,73,55,64,60,11,13,8,10,55,46,71,,http://dbpedia.org/resource/Josh_Dasilva
"M. Valenzuela","Milton Nahuel Valenzuela",72,33,53,65,33,67,67,38,54,65,74,70,56,71,62,67,54,73,71,15,14,10,15,68,73,71,,http://dbpedia.org/resource/Milton_Valenzuela
"R. van Drongelen","Rick van Drongelen",46,20,72,66,35,47,44,50,65,60,59,62,28,71,80,55,48,74,71,14,14,8,7,68,77,71,,http://dbpedia.org/resource/Rick_van_Drongelen
"K. Mac Allister","Kevin Mac Allister",59,41,58,66,32,62,33,41,50,65,72,69,49,78,58,51,45,73,70,8,6,7,12,70,70,71,,http://dbpedia.org/resource/Kevin_Mac_Allister
"P. Diop","Pape Cheikh Diop Gueye",53,58,41,76,34,72,52,42,73,70,74,73,72,73,69,76,53,69,62,12,11,10,10,69,71,71,,http://dbpedia.org/resource/Pape_Cheikh_Diop
"B. Tetteh","Benjamin Tetteh",43,70,75,61,62,73,41,26,52,72,75,81,66,65,80,58,63,12,17,10,9,6,10,19,60,71,,http://dbpedia.org/resource/Benjamin_Tetteh
"João Carvalho","João António Antunes Carvalho",71,64,38,73,70,74,74,70,71,77,72,68,72,54,37,72,69,41,28,9,7,8,10,40,51,71,,http://dbpedia.org/resource/João_Carvalho
"Léo Duarte","Leonardo Duarte da Silva",32,28,66,45,30,47,30,27,32,53,55,54,54,65,71,30,48,76,73,10,13,9,8,73,87,71,,http://dbpedia.org/resource/Léo_Duarte
"A. Bernede","Antoine Joseph Emmanuel Bernède",51,53,47,74,52,72,59,58,69,74,60,69,65,73,66,71,59,71,64,9,15,11,6,66,41,71,,http://dbpedia.org/resource/Antoine_Bernède
"G. Togni","Gastón Alberto Togni",68,67,49,67,55,74,58,46,57,73,79,75,73,68,71,68,64,45,42,8,8,11,13,41,57,71,,http://dbpedia.org/resource/Gastón_Togni
Bremer,"Gleison Bremer Silva Nascimento",34,35,75,66,33,55,28,20,54,60,58,59,49,48,75,36,43,71,72,13,15,13,5,70,74,71,,http://dbpedia.org/resource/Gleison_Bremer
"K. Zohi","Kévin Lucien Zohi",65,69,66,67,62,79,60,45,55,71,79,81,67,67,61,64,69,23,22,7,13,9,14,16,70,71,,http://dbpedia.org/resource/Kévin_Zohi
"A. Cruz","Aldo Jafid Cruz Sánchez",66,34,65,68,35,64,63,60,65,67,74,79,36,79,33,59,42,69,68,12,8,11,7,66,78,71,,http://dbpedia.org/resource/Aldo_Cruz
"G. Fuentes","Gabriel Rafael Fuentes Gómez",62,39,55,68,37,68,43,25,53,67,80,84,38,80,69,60,36,68,68,6,14,12,15,68,70,71,,http://dbpedia.org/resource/Gabriel_Fuentes
"Y. Benrahou","Yassine Benrahou",64,59,46,73,59,75,69,72,66,75,71,69,72,57,52,74,62,43,47,10,13,8,11,31,52,71,,http://dbpedia.org/resource/Yassine_Benrahou
"L. Ivanušec","Luka Ivanušec",67,68,46,71,68,77,63,70,73,72,82,77,72,75,63,70,72,60,53,6,11,13,10,61,59,71,,http://dbpedia.org/resource/Luka_Ivanušec
"I. Franco","Iván René Franco Díaz",36,69,64,68,54,68,62,59,36,75,81,79,71,50,57,69,42,22,25,11,7,13,15,23,62,71,,http://dbpedia.org/resource/Iván_Franco
"V. Angban","Victorien Angban",60,52,42,74,38,74,61,46,72,73,65,62,64,79,75,71,40,69,64,11,13,8,9,67,60,71,,http://dbpedia.org/resource/Victorien_Angban
"A. Dioussé","Assane Dioussé El Hadji",50,34,58,78,36,73,63,45,76,76,67,53,62,74,52,74,56,70,68,9,11,12,11,69,67,71,,http://dbpedia.org/resource/Assane_Dioussé
"J. Quiñones","Julián Andrés Quiñones Quiñones",58,74,67,67,48,71,59,42,57,71,88,88,71,64,76,58,60,16,18,8,12,11,8,23,71,71,,http://dbpedia.org/resource/Julián_Quiñones
"B. Jatta","Bakery Jatta",69,70,55,67,59,73,57,49,54,64,86,90,77,84,78,67,61,37,32,6,11,8,9,25,61,71,,http://dbpedia.org/resource/Bakery_Jatta
"Bruno Wilson","Bruno Ricardo Valdez Wilson",35,21,72,62,51,43,30,32,52,61,55,52,46,69,79,29,45,76,72,9,15,14,8,68,65,71,,http://dbpedia.org/resource/Bruno_Wilson
"Fernando Fonseca","Fernando Manuel Ferreira Fonseca",66,35,57,66,35,69,60,38,54,68,68,72,55,70,70,56,48,71,70,5,7,10,5,70,72,71,,http://dbpedia.org/resource/Fernando_Fonseca
"Alex Pinto","Carlos Alexandre Reis Pinto",62,38,51,64,48,66,61,34,55,69,72,76,54,76,77,38,39,69,65,13,8,10,12,73,70,71,,http://dbpedia.org/resource/Alex_Pinto
"B. Kraev","Bozhidar Boykov Kraev",55,63,56,72,52,74,71,61,65,75,70,66,71,77,64,69,41,46,39,10,5,8,6,35,64,71,,http://dbpedia.org/resource/Bozhidar_Kraev
"E. Rexhbeçaj","Elvis Rexhbeçaj",70,51,58,76,50,72,49,41,74,74,66,66,72,75,60,70,54,67,64,14,11,6,8,60,58,71,,http://dbpedia.org/resource/Elvis_Rexhbeçaj
"F. Carballo","Felipe Ignacio Carballo Ares",60,58,61,77,50,65,65,68,69,71,65,65,62,80,78,71,49,72,61,5,14,6,13,67,68,71,,http://dbpedia.org/resource/Felipe_Carballo
